nom_estab,items,prediction
RESTAURANTE BONDIA,"['VEAL', 'CHAMPIÑONES', 'MENUDO', 'PHILADELPHIA', 'CUBOS', 'DIEZMILLO', 'CHORIZO']",['BACON']
HOTEL PALACIO,"['LENGUA', 'POLLO', 'LECHE', 'PASTA', 'YEMA']","['SALSA', 'ARRACHERA']"
EL MAGO RESTAURANTE Y BANQUETES,"['CUBOS', 'SALSA', 'BISTEC', 'FILETE', 'PORTERHOUSE']",['LENGUA']
RESTAURANTE LA AZULITA,"['COSTILLA', 'MERMELADA', 'TOMATE', 'CHULETA', 'MARGARINA', 'SALSA']",['LENGUA']
RESTAURANTE FAMILIAR LAS PALMAS,"['SALAMI', 'CAFE', 'LECHE', 'YOGHURT', 'TOCINO', 'CHULETA']","['ARRACHERA', 'FLAUTAS']"
RESTAURANTE LA POSADA,"['PULPA', 'NUGGET', 'DIEZMILLO', 'POLLO']",['BACON']
RESTAURANTE LAS ALITAS SUC NUEVO SUR,"['HUEVO', 'POLLO', 'MOLIDA', 'PANELA', 'MIEL', 'MEDALLON', 'COWBOY']","['CHILE', 'CORTADILLO']"
CHE PEBETA RESTAURANTE ARGENTINO,"['PULPA', 'CAFE', 'JALAPENOS', 'CHICHARRON', 'ENDULZANTE', 'CHILE', 'GALLETA']",['MOLIDA']
HOTEL MISION,"['MENUDO', 'TOCINO', 'CARNE', 'CAMARON']",['FLAUTAS']
RESTAURANTE TIO LALO,"['CHAMPIÑONES', 'PULPA', 'CATSUP', 'COFFEE', 'CHORIZO']",['SALMON']
RESTAURANTE LAS TRES VILLAS,"['TOCINO', 'BRISKET', 'FLAUTAS', 'GOUDA', 'ARRACHERA', 'PANELA', 'CHICHARRON']","['CORTADILLO', 'LECHE']"
RESTAURANTE TIO LALO,"['LOMO', 'HAMBURGUESA', 'VEAL', 'ARRACHERA', 'ATUN']",['LECHE']
LOS TORILES RESTAURANTE,"['SALSA', 'MANCHEGO', 'SAZONADOR', 'CORTADILLO', 'MOLLEJA', 'LOMO']","['PANELA', 'LENGUA']"
HOTEL REGIS,"['COFFEE', 'ALITA', 'FLAN', 'LOMO', 'FLAUTAS']","['TOCINO', 'SALMON']"
RESTAURANTE BON DIA,"['CHICHARRON', 'LENGUA', 'ROAST']",['SALSA']
HOTEL REGIS,"['CREMA', 'CORTADILLO']",['PANELA']
HOTEL PALACIO,"['SALCHICHA', 'SALMON', 'MOLLEJA', 'GOUDA', 'WHIP']",['COFFEE']
RESTAURANTE  LA  FUNDACION,"['DESHEBRADA', 'MORTADELA', 'BACON', 'FLAUTAS', 'MANCHEGO', 'NUGGET', 'MERMELADA']","['TOCINO', 'DIEZMILLO']"
HOTEL EL REGIO,"['CAFE', 'PANELA', 'MANCHEGO', 'CHORIZO', 'MEDALLON', 'TOMATE']",['CORTADILLO']
HOTEL REGIS,"['TOCINO', 'ATUN', 'FAJITA', 'MANTEQUILLA', 'CATSUP']",['FLAUTAS']
HOTEL PALACIO,"['CHORIZO', 'ADOBADA', 'MIEL', 'LENGUA', 'SALMON']","['SALSA', 'COFFEE']"
RESTAURANTE BONDIA,"['POLLO', 'COCOA', 'FLAUTAS', 'PASTA', 'AJO']",['TOCINO']
RESTAURANTE DE MARISCOS EL ROJO,"['CATSUP', 'PAPA', 'ALITA', 'CHULETA', 'LENGUA', 'CORTADILLO']","['SALSA', 'PANELA']"
RESTAURANTE ARIECCHINO,"['YEMA', 'SALSA', 'FAJITA', 'SALMON', 'CAFE', 'MOLIDA']","['CHILE', 'COFFEE', 'LENGUA']"
HOTEL PALACIO,"['HAMBURGUESA', 'DESHEBRADA', 'GOUDA', 'CHILE', 'PANELA', 'DIEZMILLO', 'CAMARON']","['MOLIDA', 'BACON', 'CORTADILLO']"
RESTAURANTE LOS RODRIGUEZ,"['MOLLEJA', 'PANELA', 'PASTA', 'BACON', 'JUGO', 'CREMA']","['DIEZMILLO', 'CORTADILLO']"
HOTEL EL REGIO,"['MIEL', 'MENUDO', 'CHORIZO', 'ALITA', 'CARNITAS/PIERNA', 'CUBOS', 'MOLIDA']",['CHILE']
RESTAURANTE VERDENIA,"['YEMA', 'ADEREZO', 'YOGHURT', 'DIEZMILLO', 'MAYONESA']",['BACON']
RESTAURANTE CHAYITO,"['PIZZA', 'CORTADILLO', 'PIMIENTA', 'FAJITA', 'PECHUGA']",['PANELA']
HOTEL REGIS,"['ACEITUNA', 'CAFE', 'T-BONE', 'JUGO', 'LENGUA']",['SALSA']
HOTEL HOLIDAY IN EXPRESS,"['CHILE', 'TOMAHAWK', 'COWBOY', 'ACEITUNA', 'ARRACHERA', 'CREMA']","['MOLIDA', 'LECHE']"
EL MAGO RESTAURANTE Y BANQUETES,"['CREMA', 'CAMARON', 'PHILADELPHIA', 'MACHACA', 'LECHE']",['ARRACHERA']
RESTAURANTE LA POSADA,"['DIEZMILLO', 'MACHACA', 'TOMAHAWK', 'HAMBURGUESA']",['BACON']
HOTEL HOLIDAY IN EXPRESS,"['LECHE', 'FILETE']",['ARRACHERA']
RESTAURANTE IDOLOS DEL RIN,"['CHICHARRON', 'SALMON', 'ACEITE', 'ESPALDILLA', 'GALLETA', 'MOLLEJA']",['COFFEE']
HOTEL EL REGIO,"['MEDALLON', 'FLAUTAS', 'CARNITAS/PIERNA']",['TOCINO']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['ROAST', 'SALAMI', 'ATUN', 'FLAUTAS', 'CREMA']",['TOCINO']
RESTAURANTE BONDIA,"['PIZZA', 'YOGHURT', 'YEMA', 'MOLIDA', 'ACEITUNA', 'MANCHEGO']",['CHILE']
HOTEL MISION,"['PHILADELPHIA', 'VEAL', 'BISTEC', 'ACEITUNA', 'LECHE', 'COFFEE', 'ROAST']","['ARRACHERA', 'SALMON']"
RESTAURANTE EL BUEN PALADAR,"['SAZONADOR', 'ARRACHERA', 'YOGHURT', 'MENUDO', 'FILETE', 'HUESO']",['LECHE']
EL MAGO RESTAURANTE Y BANQUETES,"['VEAL', 'CHILE']",['MOLIDA']
RESTAURANTE BONDIA,"['ARRACHERA', 'PANELA', 'PULPA', 'GOUDA', 'SALMON']","['COFFEE', 'CORTADILLO', 'LECHE']"
HOTEL OASIS,"['MOLIDA', 'JUGO', 'PANELA', 'PIERNA', 'TOMAHAWK', 'ATUN', 'GOUDA']","['CHILE', 'CORTADILLO']"
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['MARGARINA', 'COWBOY', 'YOGHURT', 'CAMARON', 'CHILE']",['MOLIDA']
RESTAURANTE EL BUEN PALADAR,"['MOLIDA', 'CARNITAS/PIERNA', 'HAMBURGUESA', 'MORTADELA', 'PHILADELPHIA', 'SALAMI', 'RIBEYE']",['CHILE']
HOTEL HOLIDAY IN EXPRESS,"['ACEITUNA', 'CARNE', 'ROAST', 'MILANESA', 'CHORIZO', 'AJO', 'COFFEE']",['SALMON']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['CORTADILLO', 'CARNE', 'NUGGET']",['PANELA']
CHE PEBETA RESTAURANTE ARGENTINO,"['CREMA', 'PIMIENTA', 'CHILE']",['MOLIDA']
HOTEL HOLIDAY IN EXPRESS,"['PULPO', 'PASTA', 'PIZZA', 'ALITA', 'PANELA']",['CORTADILLO']
HOTEL HOLIDAY IN EXPRESS,"['PURE', 'ARRACHERA', 'PAPA', 'GOUDA']",['LECHE']
RESTAURANTE ARIECCHINO,"['MAYONESA', 'SURIMI', 'CAMARON', 'RIBEYE', 'MILANESA', 'ARRACHERA', 'PIZZA']",['LECHE']
RESTAURANTE EL GITANO,"['MENUDO', 'LECHE', 'BRISKET', 'SALCHICHA']",['ARRACHERA']
RESTAURANTE Y TAQUERIA MI GENERAL,"['DULCE', 'PURE', 'CORTADILLO', 'SHOULDER']",['PANELA']
HOTEL EL REGIO,"['BACON', 'CAMARON', 'MANTEQUILLA', 'SAZONADOR']",['DIEZMILLO']
HOTEL HOLIDAY IN EXPRESS,"['PECHUGA', 'FLAUTAS', 'MENUDO', 'FILETE', 'LENGUA']","['SALSA', 'TOCINO']"
RESTAURANTE CHAYITO,"['ROAST', 'PULPO', 'POLLO', 'LECHE', 'TOMAHAWK']",['ARRACHERA']
LA RONDA RESTAURANTE,"['SALAMI', 'MANTEQUILLA', 'CACHETE', 'PULPA', 'COFFEE', 'TOCINO']","['SALMON', 'FLAUTAS']"
HOTEL PALACIO,"['ADOBADA', 'BACON', 'T-BONE', 'SURIMI']",['DIEZMILLO']
HOTEL OASIS,"['ELOTE', 'T-BONE', 'HUEVO', 'QUESO', 'PECHUGA', 'LECHE']",['ARRACHERA']
HOTEL HOLIDAY IN EXPRESS,"['LECHE', 'DESHEBRADA', 'HUESO', 'MENUDO', 'PIZZA']",['ARRACHERA']
RESTAURANTE LAS ALITAS SUC NUEVO SUR,"['PASTA', 'ARRACHERA', 'ENDULZANTE', 'AJO', 'CORTADILLO']","['PANELA', 'LECHE']"
HUI XIN RESTAURANTE DE COMIDA CHINA,"['PANELA', 'CHICHARRON']",['CORTADILLO']
RESTAURANTE DE MARISCOS LOS REYES,"['VEAL', 'FLAN', 'ARRACHERA', 'ADEREZO', 'PIZZA', 'TOMAHAWK']",['LECHE']
ANTIQUE HOTEL BOUTIQUE SANTA LUCIA,"['PANELA', 'ESPALDILLA', 'LECHE', 'CREMA', 'TOCINO', 'PULPA']","['ARRACHERA', 'FLAUTAS', 'CORTADILLO']"
RESTAURANTE EL BUEN PALADAR,"['ACEITUNA', 'SHOULDER', 'PASTA', 'BACON', 'ELOTE', 'MORTADELA']",['DIEZMILLO']
RESTAURANTE BON DIA,"['MOSTAZA', 'MOLLEJA', 'MERMELADA', 'CAFE', 'ARRACHERA']",['LECHE']
HOTEL HOLIDAY IN EXPRESS,"['T-BONE', 'CORTADILLO', 'MOSTAZA', 'TOCINO', 'BACON', 'SALSA', 'CHEESECAKE']","['DIEZMILLO', 'PANELA', 'LENGUA', 'FLAUTAS']"
RESTAURANTE FLOR DE TOKIO,"['ARRACHERA', 'CHORIZO', 'LENGUA', 'YOGHURT', 'JALAPENOS']","['SALSA', 'LECHE']"
EL MAGO RESTAURANTE Y BANQUETES,"['MAYONESA', 'SALMON', 'PASTA', 'PORTERHOUSE']",['COFFEE']
CHE PEBETA RESTAURANTE ARGENTINO,"['CHORIZO', 'DESHEBRADA', 'CHILE', 'ADOBADA', 'LECHE', 'CARNITAS/PIERNA']","['MOLIDA', 'ARRACHERA']"
RESTAURANTE TIO LALO,"['ATUN', 'ACEITUNA', 'CREMA', 'DULCE', 'CAFE', 'CHILE', 'QUESO']",['MOLIDA']
RESTAURANTE CHAYITO,"['PULPA', 'JUGO', 'ESPALDILLA', 'WHIP', 'SALMON', 'CHORIZO']",['COFFEE']
RESTAURANTE Y TAQUERIA MI GENERAL,"['ARRACHERA', 'MOLLEJA', 'CREMA', 'DESHEBRADA']",['LECHE']
HOTEL POSADA,"['LOMO', 'PIMIENTA', 'RIBEYE', 'TOCINO', 'ARRACHERA']","['FLAUTAS', 'LECHE']"
RESTAURANTE IDOLOS DEL RIN,"['FLAN', 'FLAUTAS', 'RIBEYE', 'PIZZA', 'COFFEE', 'PIMIENTA', 'QUESO']","['TOCINO', 'SALMON']"
RESTAURANTE MI KASA,"['PASTEL', 'BRISKET', 'PANELA']",['CORTADILLO']
RESTAURANTE LAS ALITAS SUC NUEVO SUR,"['BACON', 'PIZZA', 'COWBOY', 'MAYONESA', 'PAPRIKA', 'PAPA', 'BONELESS']",['DIEZMILLO']
MINIRESTAURANTE EL CHINO,"['PECHUGA', 'ATUN', 'CHILE', 'PASTA', 'PURE', 'FLAUTAS', 'CUBOS']","['TOCINO', 'MOLIDA']"
RESTAURANTE: I LIKE PIZZA,"['BACON', 'YOGHURT', 'COWBOY', 'FILETE', 'LECHE', 'DULCE', 'CHORIZO']","['DIEZMILLO', 'ARRACHERA']"
RESTAURANTE EL BUEN PALADAR,"['YEMA', 'ACEITUNA', 'PANELA', 'BACON']","['DIEZMILLO', 'CORTADILLO']"
HOTEL REGIS,"['VEAL', 'COFFEE', 'MACHACA', 'ENDULZANTE']",['SALMON']
NORTEÑO RESTAURANTE,"['QUESO', 'CHULETA', 'LECHE', 'ROAST', 'WHIP']",['ARRACHERA']
RESTAURANTE VERDENIA,"['PANELA', 'GALLETA', 'ESPALDILLA']",['CORTADILLO']
RESTAURANTE BONDIA,"['GOUDA', 'ENDULZANTE', 'BRISKET', 'BACON']",['DIEZMILLO']
RESTAURANTE IDOLOS DEL RIN,"['SALMON', 'PASTA', 'SURIMI', 'PAVO', 'CHAMPIÑONES', 'CARNITAS/PIERNA']",['COFFEE']
RESTAURANTE EL BUEN PALADAR,"['CARNITAS/PIERNA', 'ACEITE', 'MANTEQUILLA', 'LENGUA', 'CORTADILLO', 'QUESO', 'PHILADELPHIA']","['SALSA', 'PANELA']"
CALLE 7 RESTAURANTE,"['GALLETA', 'SURIMI', 'TOMAHAWK', 'PIZZA', 'ELOTE', 'TOCINO']",['FLAUTAS']
RESTAURANTE TIO LALO,"['SALSA', 'YEMA', 'PULPA', 'GALLETA', 'LOMO']",['LENGUA']
MINIRESTAURANTE EL CHINO,"['YEMA', 'PAPA', 'PORTERHOUSE', 'TOMATE', 'SALSA', 'JALAPENOS', 'CAMARON']",['LENGUA']
HOTEL REGIS,"['ATUN', 'T-BONE', 'DIEZMILLO', 'NUGGET', 'CHICHARRON', 'CHAMPIÑONES']",['BACON']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['LECHE', 'MOSTAZA', 'MAYONESA', 'PECHUGA', 'PHILADELPHIA', 'CATSUP']",['ARRACHERA']
RESTAURANTE DE MARISCOS EL ROJO,"['SALSA', 'BONELESS', 'CREMA', 'MACHACA']",['LENGUA']
HOTEL POSADA,"['DESHEBRADA', 'ELOTE', 'SAZONADOR', 'FAJITA', 'HUESO', 'TOCINO']",['FLAUTAS']
HOTEL OASIS,"['CHEESECAKE', 'COCOA', 'CATSUP', 'LENGUA', 'LECHE', 'ACEITUNA', 'HUESO']","['SALSA', 'ARRACHERA']"
RESTAURANTE TIO LALO,"['PECHUGA', 'ELOTE', 'CHULETA', 'CHILE', 'CREMA', 'CACHETE']",['MOLIDA']
HOTEL POSADA,"['ARRACHERA', 'QUESO', 'PHILADELPHIA', 'CHICHARRON', 'ACEITE']",['LECHE']
HOTEL PALACIO,"['PULPO', 'LOMO', 'SALMON', 'PASTEL', 'PAPRIKA']",['COFFEE']
LA RONDA RESTAURANTE,"['PIMIENTA', 'ESPALDILLA', 'BACON', 'T-BONE', 'SURIMI', 'PIZZA']",['DIEZMILLO']
RESTAURANTE LAS TRES VILLAS,"['PORTERHOUSE', 'ARRACHERA', 'PANELA', 'CHILE', 'MORTADELA', 'SALMON', 'MIEL']","['MOLIDA', 'COFFEE', 'CORTADILLO', 'LECHE']"
CHE PEBETA RESTAURANTE ARGENTINO,"['T-BONE', 'MEDALLON', 'CORTADILLO', 'PASTEL', 'PAPA', 'COFFEE', 'CHORIZO']","['PANELA', 'SALMON']"
RESTAURANTE JOSEPHINOS,"['MANCHEGO', 'JUGO', 'PANELA', 'PEPPERONI', 'SALSA', 'COWBOY', 'CHULETA']","['LENGUA', 'CORTADILLO']"
RESTAURANTE Y TAQUERIA MI GENERAL,"['ACEITUNA', 'DESHEBRADA', 'FAJITA', 'LENGUA', 'QUESO', 'CAMARON']",['SALSA']
RESTAURANTE LA POSADA,"['PIZZA', 'MAYONESA', 'LENGUA', 'CHULETA', 'LECHE', 'COCOA']","['SALSA', 'ARRACHERA']"
RESTAURANTE BON DIA,"['ARRACHERA', 'HUEVO', 'SALCHICHA', 'COCOA', 'VEAL', 'YEMA']",['LECHE']
MINIRESTAURANTE EL CHINO,"['SALSA', 'ALITA', 'PIERNA', 'YOGHURT', 'CREMA']",['LENGUA']
RESTAURANTE VERDENIA,"['HUESO', 'TOCINO', 'MARGARINA', 'CAMARON', 'FLAN']",['FLAUTAS']
RESTAURANTE FINOS,"['ARRACHERA', 'CREMA', 'MARGARINA', 'SALMON']","['COFFEE', 'LECHE']"
HOTEL OASIS,"['FLAN', 'MANCHEGO', 'COFFEE', 'MILANESA', 'MOLLEJA']",['SALMON']
MINIRESTAURANTE EL CHINO,"['LOMO', 'RIBEYE', 'MANTEQUILLA', 'ARRACHERA', 'CORTADILLO', 'ADEREZO']","['PANELA', 'LECHE']"
HOTEL EL REGIO,"['LECHE', 'MARGARINA', 'BONELESS', 'PHILADELPHIA']",['ARRACHERA']
RESTAURANTE CHAYITO,"['GALLETA', 'PURE', 'HUEVO', 'DIEZMILLO', 'CATSUP']",['BACON']
HOTEL EL REGIO,"['YOGHURT', 'PASTA', 'CARNE', 'CARNITAS/PIERNA', 'COFFEE', 'MAYONESA', 'DIEZMILLO']","['BACON', 'SALMON']"
RESTAURANTE FAMILIAR LAS PALMAS,"['DIEZMILLO', 'ELOTE', 'MACHACA', 'MILANESA']",['BACON']
RESTAURANTE Y TAQUERIA MI GENERAL,"['ACEITUNA', 'TOMATE', 'TOCINO', 'ADOBADA', 'DULCE', 'COSTILLA']",['FLAUTAS']
RESTAURANTE LAS TRES VILLAS,"['COFFEE', 'VEAL', 'QUESO', 'CATSUP', 'AJO', 'PULPO']",['SALMON']
RESTAURANTE BERNAL,"['COCOA', 'FLAUTAS', 'AJO', 'SALCHICHA']",['TOCINO']
RESTAURANTE LOS RODRIGUEZ,"['TOCINO', 'HUESO', 'JAMON', 'SALSA', 'PIMIENTA']","['LENGUA', 'FLAUTAS']"
HOTEL HOLIDAY IN EXPRESS,"['PIZZA', 'ADEREZO', 'ARRACHERA', 'DESHEBRADA']",['LECHE']
RESTAURANTE LA POSADA,"['MANTEQUILLA', 'MOLLEJA', 'YEMA', 'ARRACHERA', 'SALSA', 'CARNE', 'ENDULZANTE']","['LENGUA', 'LECHE']"
HOTEL OASIS,"['BACON', 'YEMA', 'PAVO', 'MANCHEGO', 'PORTERHOUSE', 'FILETE', 'CHORIZO']",['DIEZMILLO']
MINIRESTAURANTE EL CHINO,"['BACON', 'COFFEE', 'FILETE', 'DULCE', 'DESHEBRADA', 'BRISKET', 'YEMA']","['DIEZMILLO', 'SALMON']"
HUI XIN RESTAURANTE DE COMIDA CHINA,"['COWBOY', 'CATSUP', 'COCOA', 'PASTA', 'COFFEE', 'JAMON', 'SALCHICHA']",['SALMON']
RESTAURANTE JOSEPHINOS,"['PHILADELPHIA', 'LECHE', 'SALSA', 'VEAL', 'BONELESS', 'MEDALLON']","['ARRACHERA', 'LENGUA']"
MINIRESTAURANTE EL CHINO,"['PASTEL', 'MERMELADA', 'MACHACA', 'CARNE', 'DIEZMILLO', 'CHORIZO']",['BACON']
RESTAURANTE CHAYITO,"['CHILE', 'BONELESS', 'DIEZMILLO', 'PIERNA', 'BACON', 'CHEESECAKE']",['MOLIDA']
CHE PEBETA RESTAURANTE ARGENTINO,"['PASTEL', 'CAMARON', 'COSTILLA', 'JAMON', 'PHILADELPHIA', 'PANELA']",['CORTADILLO']
HOTEL MISION,"['SALSA', 'BACON', 'MILANESA', 'QUESO', 'ALITA', 'CATSUP', 'LENGUA']",['DIEZMILLO']
RESTAURANTE LOS RODRIGUEZ,"['MERMELADA', 'CHAMPIÑONES', 'ARRACHERA', 'CARNITAS/PIERNA', 'ADOBADA', 'SALSA']","['LENGUA', 'LECHE']"
MINIRESTAURANTE EL CHINO,"['ARRACHERA', 'WHIP', 'PIERNA']",['LECHE']
RESTAURANTE BON DIA,"['LENGUA', 'AJO', 'T-BONE', 'COWBOY', 'CAMARON']",['SALSA']
CHE PEBETA RESTAURANTE ARGENTINO,"['MOLIDA', 'HAMBURGUESA', 'CHEESECAKE', 'PULPA']",['CHILE']
RESTAURANTE DE MARISCOS SIN NOMBRE,"['COFFEE', 'PIZZA', 'DIEZMILLO', 'COCOA', 'MACHACA']","['BACON', 'SALMON']"
HOTEL CAMINO REAL,"['MANTEQUILLA', 'SALCHICHA', 'FLAN', 'SALMON', 'ADOBADA', 'MOLLEJA']",['COFFEE']
HOTEL REGIS,"['RIBEYE', 'HAMBURGUESA', 'CUBOS', 'ROAST', 'FILETE', 'LENGUA']",['SALSA']
RESTAURANTE VERDENIA,"['FLAUTAS', 'GALLETA', 'BRISKET', 'QUESO', 'SAZONADOR']",['TOCINO']
RESTAURANTE BONDIA,"['ADEREZO', 'PEPPERONI', 'VEAL', 'DESHEBRADA', 'SALSA', 'HAMBURGUESA']",['LENGUA']
RESTAURANTE LOS RODRIGUEZ,"['YOGHURT', 'FILETE', 'MOLIDA', 'WHIP', 'POLLO', 'PAPRIKA', 'CORTADILLO']","['CHILE', 'PANELA']"
HUI XIN RESTAURANTE DE COMIDA CHINA,"['ATUN', 'MERMELADA', 'CORTADILLO', 'SURIMI', 'GALLETA', 'MEDALLON']",['PANELA']
HOTEL OASIS,"['AJO', 'CARNITAS/PIERNA', 'DIEZMILLO', 'ESPALDILLA', 'MOLLEJA']",['BACON']
RESTAURANTE CHAYITO,"['CORTADILLO', 'GOUDA', 'ARRACHERA', 'QUESO']","['PANELA', 'LECHE']"
RESTAURANTE LAS ALITAS SUC NUEVO SUR,"['GALLETA', 'POLLO', 'PANELA', 'MARGARINA', 'CHILE']","['MOLIDA', 'CORTADILLO']"
VITANTI RESTAURANTE,"['CHILE', 'MEDALLON', 'GOUDA', 'FILETE']",['MOLIDA']
RESTAURANTE LAS ALITAS SUC NUEVO SUR,"['LECHE', 'PAVO', 'MILANESA', 'BONELESS', 'DULCE']",['ARRACHERA']
HOTEL HOLIDAY IN EXPRESS,"['ROAST', 'CHAMPIÑONES', 'MOSTAZA', 'CORTADILLO', 'LENGUA', 'PASTEL']","['SALSA', 'PANELA']"
RESTAURANTE ARIECCHINO,"['NUGGET', 'TOCINO', 'PHILADELPHIA', 'T-BONE', 'MOSTAZA', 'MANCHEGO']",['FLAUTAS']
ANTIQUE HOTEL BOUTIQUE SANTA LUCIA,"['ACEITE', 'MOSTAZA', 'MOLIDA', 'PULPO', 'PIMIENTA', 'CARNITAS/PIERNA']",['CHILE']
MINIRESTAURANTE EL CHINO,"['ARRACHERA', 'PHILADELPHIA', 'DESHEBRADA', 'CUBOS', 'HUEVO']",['LECHE']
LA TORRADA RESTAURANTE,"['ADOBADA', 'BONELESS', 'PURE', 'CATSUP', 'TOCINO']",['FLAUTAS']
RESTAURANTE DE MARISCOS LOS REYES,"['ADOBADA', 'MARGARINA', 'MACHACA', 'SALMON', 'ROAST']",['COFFEE']
RESTAURANTE DE MARISCOS SIN NOMBRE,"['MEDALLON', 'CARNE', 'PANELA', 'VEAL']",['CORTADILLO']
RESTAURANTE LA POSADA,"['HUEVO', 'BACON', 'TOMATE', 'AJO']",['DIEZMILLO']
CHE PEBETA RESTAURANTE ARGENTINO,"['BACON', 'ALITA', 'TOMATE', 'MIEL', 'CHEESECAKE', 'LENGUA']","['SALSA', 'DIEZMILLO']"
RESTAURANTE LA POSADA,"['TOMAHAWK', 'CARNE', 'COFFEE', 'PEPPERONI']",['SALMON']
LA TORRADA RESTAURANTE,"['ELOTE', 'DULCE', 'PANELA', 'JUGO', 'LOMO', 'QUESO']",['CORTADILLO']
RESTAURANTE LA DELICIA,"['ALITA', 'NUGGET', 'SALSA', 'FLAUTAS', 'MENUDO', 'ACEITUNA']","['TOCINO', 'LENGUA']"
RESTAURANTE LA POSADA,"['ARRACHERA', 'CATSUP', 'PANELA', 'CARNITAS/PIERNA']","['CORTADILLO', 'LECHE']"
RESTAURANTE BONDIA,"['PAPRIKA', 'HUESO', 'CARNE', 'CHILE', 'COWBOY', 'MILANESA']",['MOLIDA']
RESTAURANTE BONDIA,"['DIEZMILLO', 'ROAST', 'COCOA']",['BACON']
RESTAURANTE TIO LALO,"['JUGO', 'LENGUA', 'LOMO', 'ALITA', 'PORTERHOUSE']",['SALSA']
RESTAURANTE VERDENIA,"['DESHEBRADA', 'MOLIDA', 'PORTERHOUSE']",['CHILE']
HOTEL REGIS,"['YOGHURT', 'COSTILLA', 'CHICHARRON', 'PORTERHOUSE', 'CORTADILLO']",['PANELA']
GAMMA DE FIESTA AMERCIANA GRAN HOTEL ANCIRA,"['PASTEL', 'CHILE', 'COFFEE', 'PASTA', 'ESPALDILLA', 'CAMARON']","['MOLIDA', 'SALMON']"
HOTEL CAMINO REAL,"['DESHEBRADA', 'PANELA', 'COFFEE', 'PULPA', 'CARNE']","['SALMON', 'CORTADILLO']"
LA TORRADA RESTAURANTE,"['DESHEBRADA', 'SHOULDER', 'JUGO', 'TOCINO', 'PAVO']",['FLAUTAS']
RESTAURANTE LOS RODRIGUEZ,"['DESHEBRADA', 'GOUDA', 'MORTADELA', 'ESPALDILLA', 'COFFEE', 'MAYONESA']",['SALMON']
NORTEÑO RESTAURANTE,"['SAZONADOR', 'CARNITAS/PIERNA', 'DESHEBRADA', 'DULCE', 'ACEITE', 'PANELA']",['CORTADILLO']
RESTAURANTE BUCHAKAS,"['TOCINO', 'JAMON', 'DIEZMILLO', 'PECHUGA']","['BACON', 'FLAUTAS']"
HOTEL POSADA,"['PASTEL', 'SALCHICHA', 'PANELA', 'COWBOY', 'PIMIENTA', 'PAPA', 'BISTEC']",['CORTADILLO']
GAMMA DE FIESTA AMERCIANA GRAN HOTEL ANCIRA,"['CARNITAS/PIERNA', 'MOLIDA', 'GALLETA', 'DIEZMILLO']","['CHILE', 'BACON']"
RESTAURANTE: I LIKE PIZZA,"['DULCE', 'SALMON', 'PECHUGA', 'PAVO', 'GOUDA']",['COFFEE']
HOTEL POSADA,"['PAPRIKA', 'LECHE', 'YOGHURT', 'JUGO', 'MOLIDA']","['CHILE', 'ARRACHERA']"
RESTAURANTE EL BUEN PALADAR,"['PULPO', 'ARRACHERA', 'ADEREZO', 'LENGUA']","['SALSA', 'LECHE']"
HOTEL OASIS,"['CHILE', 'NUGGET', 'ALITA', 'HUEVO']",['MOLIDA']
RESTAURANTE EL BUEN PALADAR,"['BACON', 'LOMO', 'RIBEYE', 'SHOULDER', 'MAYONESA', 'WHIP', 'HAMBURGUESA']",['DIEZMILLO']
HUI XIN RESTAURANTE DE COMIDA CHINA,"['SURIMI', 'DIEZMILLO', 'BRISKET', 'FILETE', 'PAPA', 'PURE']",['BACON']
RESTAURANTE VERDENIA,"['FLAUTAS', 'PULPO', 'MORTADELA']",['TOCINO']
HOTEL POSADA,"['SURIMI', 'TOCINO', 'COCOA', 'ADEREZO', 'AJO']",['FLAUTAS']
HOTEL OASIS,"['ROAST', 'GALLETA', 'SAZONADOR', 'SALSA', 'DIEZMILLO']","['BACON', 'LENGUA']"
CHE PEBETA RESTAURANTE ARGENTINO,"['MILANESA', 'LECHE', 'TOMATE', 'JAMON']",['ARRACHERA']
RESTAURANTE ARIECCHINO,"['GALLETA', 'TOCINO', 'PAPRIKA', 'ENDULZANTE', 'ATUN', 'PAPA']",['FLAUTAS']
RESTAURANTE FINOS,"['PORTERHOUSE', 'PHILADELPHIA', 'MARGARINA', 'CATSUP', 'SALSA', 'CHORIZO']",['LENGUA']
HOTEL MISION,"['BONELESS', 'ADOBADA', 'CHILE', 'AJO', 'CREMA', 'MOLLEJA', 'MEDALLON']",['MOLIDA']
RESTAURANTE Y TAQUERIA MI GENERAL,"['MOLLEJA', 'JAMON', 'DULCE', 'PURE', 'MANCHEGO', 'BACON', 'SALAMI']",['DIEZMILLO']
LA TORRADA RESTAURANTE,"['ACEITE', 'TOCINO', 'BISTEC', 'MILANESA']",['FLAUTAS']
HOTEL OASIS,"['CAMARON', 'TOMAHAWK', 'DULCE', 'PANELA', 'PASTEL']",['CORTADILLO']
